order_id,order_timestamp,delivered_timestamp,driver_id,restaurant_id,cust_id,delivery_region,discount_applied,discount_code,order_total,discount_pc,status
100249,03/05/2021 19:18,03/05/2021 19:45,329,224,1292,Dublin,FALSE,,21.22,,COMPLETED
100250,14/05/2021 17:03,14/05/2021 17:30,291,9,1298,Dublin,FALSE,,20.63,,COMPLETED
100251,24/06/2021 17:19,24/06/2021 17:49,248,122,1300,Dublin,FALSE,,20.63,,COMPLETED
100252,18/08/2021 22:26,18/08/2021 22:56,315,59,1297,Cork,FALSE,,20.63,,COMPLETED
100253,09/09/2021 21:34,09/09/2021 22:04,89,239,1296,Cork,FALSE,,20.63,,COMPLETED
100254,10/09/2021 17:26,10/09/2021 17:56,246,86,1299,Cork,FALSE,,20.63,,COMPLETED
100255,12/10/2021 18:32,12/10/2021 19:08,259,20,1302,Cork,FALSE,,20.63,,COMPLETED
100256,14/10/2021 17:15,14/10/2021 17:45,198,69,1301,Cork,FALSE,,20.63,,COMPLETED
100257,03/12/2021 22:35,03/12/2021 23:02,34,11,1294,Dublin,FALSE,,20.63,,COMPLETED
100258,16/12/2021 17:31,16/12/2021 17:58,225,10,1295,Dublin,FALSE,,20.63,,COMPLETED
100259,30/12/2021 20:05,30/12/2021 20:38,390,41,1293,Dublin,FALSE,,20.63,,COMPLETED
100260,12/05/2021 18:52,12/05/2021 19:19,328,12,1305,Galway,FALSE,,20.57,,COMPLETED
100261,20/09/2021 19:02,20/09/2021 19:32,267,5,1304,Galway,FALSE,,20.57,,COMPLETED
100262,28/11/2021 20:10,28/11/2021 20:37,370,205,1303,Galway,FALSE,,20.57,,COMPLETED
100263,16/09/2021 18:41,16/09/2021 19:11,118,309,1307,Galway,FALSE,,20.53,,COMPLETED
100264,26/11/2021 17:54,26/11/2021 18:21,84,107,1306,Galway,FALSE,,20.53,,COMPLETED
100265,19/08/2021 18:40,19/08/2021 19:10,366,20,1308,Galway,FALSE,,20.49,,COMPLETED
100266,26/11/2021 17:54,26/11/2021 18:21,116,109,1309,Dublin,TRUE,BLACKFRIDAY21,20.46,20,COMPLETED
100267,26/06/2021 18:08,26/06/2021 18:35,315,91,1310,Dublin,FALSE,,20.44,,COMPLETED
100268,02/08/2021 21:38,02/08/2021 22:08,232,238,1311,Cork,FALSE,,20.43,,COMPLETED
100269,30/03/2021 20:05,30/03/2021 20:32,89,247,1313,Dublin,FALSE,,20.41,,COMPLETED
100270,18/08/2021 19:37,18/08/2021 20:07,292,94,1314,Cork,FALSE,,20.41,,COMPLETED
100271,23/08/2021 21:05,23/08/2021 21:35,319,47,1312,Cork,FALSE,,20.41,,COMPLETED
100272,15/05/2021 23:10,15/05/2021 23:37,317,356,1315,Dublin,FALSE,,20.33,,COMPLETED
100273,07/05/2021 17:24,07/05/2021 17:51,294,20,1316,Dublin,FALSE,,20.3,,COMPLETED
100274,09/03/2021 23:58,10/03/2021 00:25,275,66,1317,Dublin,FALSE,,20.28,,COMPLETED
100275,09/12/2021 18:19,09/12/2021 18:52,114,9,1318,Dublin,FALSE,,20.26,,COMPLETED
100276,22/11/2021 17:30,22/11/2021 17:57,200,84,1319,Dublin,FALSE,,20.23,,COMPLETED
100277,11/08/2021 19:23,11/08/2021 19:53,154,123,1320,Cork,FALSE,,20.17,,COMPLETED
100278,26/09/2021 17:33,26/09/2021 18:03,302,98,1321,Cork,FALSE,,20.16,,COMPLETED
100279,04/05/2021 18:34,04/05/2021 19:01,290,77,1322,Dublin,FALSE,,20.14,,COMPLETED
100280,03/04/2021 18:02,03/04/2021 18:29,248,77,1323,Dublin,FALSE,,20.08,,COMPLETED
100281,16/03/2021 20:44,16/03/2021 21:11,215,6,1325,Dublin,FALSE,,20.08,,COMPLETED
100282,22/03/2021 18:15,22/03/2021 18:42,385,114,1324,Dublin,FALSE,,20.08,,COMPLETED
100283,16/05/2021 19:38,16/05/2021 20:05,154,20,1326,Dublin,FALSE,,20.08,,COMPLETED
100284,16/06/2021 18:19,16/06/2021 18:49,365,43,1327,Dublin,FALSE,,20.08,,COMPLETED
100285,23/09/2021 17:59,23/09/2021 18:29,340,83,1328,Cork,FALSE,,20.08,,COMPLETED
100286,13/04/2021 19:50,13/04/2021 20:17,56,20,1329,Dublin,FALSE,,20.07,,COMPLETED
100287,14/04/2021 21:54,14/04/2021 22:21,249,282,1331,Dublin,FALSE,,20.05,,COMPLETED
100288,20/06/2021 18:22,20/06/2021 18:52,388,100,1330,Dublin,FALSE,,20.05,,COMPLETED
100289,08/11/2021 17:26,08/11/2021 17:53,340,47,1332,Dublin,FALSE,,20.03,,COMPLETED
100290,17/06/2021 20:50,17/06/2021 21:20,97,98,1015,Dublin,FALSE,,20.03,,COMPLETED
100291,26/06/2021 21:44,26/06/2021 22:11,177,127,1333,Dublin,FALSE,,20.03,,COMPLETED
100292,22/04/2021 17:39,22/04/2021 18:06,215,59,1334,Dublin,FALSE,,19.59,,COMPLETED
100293,24/08/2021 21:20,24/08/2021 21:50,379,36,1338,Cork,FALSE,,19.59,,COMPLETED
100294,01/10/2021 21:13,01/10/2021 21:46,159,96,1339,Cork,FALSE,,19.59,,COMPLETED
100295,06/11/2021 20:16,06/11/2021 20:43,267,9,1340,Cork,FALSE,,19.59,,COMPLETED
100296,26/11/2021 20:21,26/11/2021 20:48,173,316,1335,Dublin,TRUE,BLACKFRIDAY21,19.59,20,COMPLETED
100297,29/11/2021 17:44,29/11/2021 18:11,373,3,1336,Dublin,FALSE,,19.59,,COMPLETED
100298,02/12/2021 18:51,02/12/2021 19:24,259,20,1337,Dublin,FALSE,,19.59,,COMPLETED
100299,01/05/2021 19:13,01/05/2021 19:40,248,44,1343,Dublin,FALSE,,19.54,,COMPLETED
100300,21/08/2021 23:20,21/08/2021 23:50,358,9,1341,Cork,FALSE,,19.54,,COMPLETED
100301,16/11/2021 23:31,16/11/2021 23:58,245,76,1342,Dublin,FALSE,,19.54,,COMPLETED
100302,17/03/2021 20:03,17/03/2021 20:30,195,249,1344,Dublin,FALSE,,19.49,,COMPLETED
100303,06/03/2021 18:35,06/03/2021 19:02,141,44,1347,Dublin,FALSE,,19,,COMPLETED
100304,19/11/2021 17:56,19/11/2021 18:23,334,316,1346,Dublin,FALSE,,19,,COMPLETED
100305,01/12/2021 23:56,02/12/2021 00:23,259,221,1345,Dublin,FALSE,,19,,COMPLETED
100306,08/12/2021 18:20,08/12/2021 18:47,319,8,1348,Dublin,FALSE,,19,,COMPLETED
100307,18/07/2021 20:33,18/07/2021 21:03,147,100,1349,Cork,FALSE,,18.72,,COMPLETED
100308,06/11/2021 22:41,06/11/2021 23:08,184,55,1350,Cork,FALSE,,18.51,,COMPLETED
100309,08/09/2021 17:28,08/09/2021 17:58,80,123,1351,Cork,FALSE,,18.48,,COMPLETED
100310,05/05/2021 21:54,05/05/2021 22:21,314,259,1355,Dublin,FALSE,,18.45,,COMPLETED
100311,26/08/2021 20:20,26/08/2021 20:50,79,107,1354,Cork,TRUE,HAPPYBIRTHDAY,18.45,10,COMPLETED
100312,13/09/2021 18:03,13/09/2021 18:33,248,76,1352,Cork,FALSE,,18.45,,COMPLETED
100313,26/11/2021 18:52,26/11/2021 19:19,133,120,1353,Dublin,TRUE,BLACKFRIDAY21,18.45,20,COMPLETED
100314,26/11/2021 21:56,26/11/2021 22:23,160,190,1356,Leitrim,TRUE,BLACKFRIDAY21,18.45,20,COMPLETED
100315,18/03/2021 17:50,18/03/2021 18:17,149,63,1358,Leitrim,TRUE,HAPPYBIRTHDAY,17.96,10,COMPLETED
100316,07/09/2021 20:50,07/09/2021 21:20,114,233,1357,Leitrim,FALSE,,17.96,,COMPLETED
100317,03/11/2021 18:23,03/11/2021 18:50,43,8,1359,Leitrim,FALSE,,17.96,,COMPLETED
100318,26/11/2021 18:38,26/11/2021 19:05,36,195,1360,Leitrim,TRUE,HAPPYBIRTHDAY,17.94,10,COMPLETED
100319,13/01/2021 19:07,13/01/2021 19:34,43,9,1361,Leitrim,FALSE,,17.42,,COMPLETED
100320,11/01/2021 17:53,11/01/2021 18:20,249,271,1362,Leitrim,FALSE,,17.36,,COMPLETED
100321,18/02/2021 17:55,18/02/2021 18:22,208,43,1009,Dublin,FALSE,,17.36,,COMPLETED
100322,02/03/2021 19:11,02/03/2021 19:38,56,9,1012,Dublin,FALSE,,16.82,,COMPLETED
100323,22/03/2021 21:46,22/03/2021 22:13,242,28,1013,Dublin,FALSE,,16.82,,COMPLETED
100324,07/06/2021 23:37,08/06/2021 00:07,207,44,1010,Dublin,FALSE,,16.82,,COMPLETED
100325,22/08/2021 18:18,22/08/2021 18:48,36,322,1011,Cork,TRUE,HAPPYBIRTHDAY,16.82,10,COMPLETED
100326,26/11/2021 21:26,26/11/2021 21:53,275,12,1015,Dublin,FALSE,,16.82,,COMPLETED
100327,26/11/2021 22:35,26/11/2021 23:02,319,28,1014,Dublin,TRUE,BLACKFRIDAY21,16.82,20,COMPLETED
100328,05/06/2021 20:38,05/06/2021 21:08,351,140,1016,Dublin,FALSE,,16.55,,COMPLETED
100329,05/11/2021 18:07,05/11/2021 18:34,302,247,1017,Cork,FALSE,,16.49,,COMPLETED
100330,26/02/2021 18:11,26/02/2021 18:38,144,83,1019,Dublin,FALSE,,16.33,,COMPLETED
100331,08/06/2021 17:22,08/06/2021 17:52,113,43,1020,Dublin,FALSE,,16.33,,COMPLETED
100332,08/07/2021 20:36,08/07/2021 21:06,227,316,1018,Cork,FALSE,,16.33,,COMPLETED
100333,26/10/2021 21:03,26/10/2021 21:39,376,27,1021,Cork,FALSE,,16.33,,COMPLETED
100334,09/11/2021 19:19,09/11/2021 19:46,302,43,1022,Dublin,FALSE,,16.33,,COMPLETED
100335,14/12/2021 20:17,14/12/2021 20:44,277,26,1023,Dublin,FALSE,,16.28,,COMPLETED
100336,21/04/2021 21:06,21/04/2021 21:33,372,57,1024,Dublin,FALSE,,16.04,,COMPLETED
100337,04/04/2021 17:49,04/04/2021 18:16,302,30,1025,Dublin,FALSE,,15.92,,COMPLETED
100338,01/02/2021 21:00,01/02/2021 21:27,147,9,1026,Dublin,FALSE,,15.79,,COMPLETED
100339,07/10/2021 18:10,07/10/2021 18:40,346,20,1027,Cork,FALSE,,15.6,,COMPLETED
100340,23/08/2021 18:14,23/08/2021 18:44,189,194,1028,Kerry,FALSE,,15.48,,COMPLETED
100341,24/07/2021 18:45,24/07/2021 19:15,105,29,1029,Kerry,FALSE,,15.41,,COMPLETED
100342,26/11/2021 22:25,26/11/2021 22:52,177,186,1030,Kerry,TRUE,BLACKFRIDAY21,15.35,20,COMPLETED
100343,27/07/2021 18:24,27/07/2021 18:54,139,57,1031,Kerry,FALSE,,15.29,,COMPLETED
100344,10/09/2021 19:14,10/09/2021 19:44,170,43,1032,Kerry,FALSE,,15.24,,COMPLETED
100345,27/02/2021 21:19,27/02/2021 21:46,177,170,1033,Kerry,FALSE,,14.97,,COMPLETED
100346,06/05/2021 21:03,06/05/2021 21:30,155,88,1034,Kerry,FALSE,,14.69,,COMPLETED
100347,27/12/2021 20:00,27/12/2021 20:33,411,314,1035,Dublin,FALSE,,14.67,,COMPLETED
100348,12/01/2021 18:47,12/01/2021 19:14,345,211,1036,Leitrim,FALSE,,14.65,,COMPLETED
100349,18/03/2021 20:49,18/03/2021 21:16,290,26,1037,Leitrim,FALSE,,14.65,,COMPLETED
100350,16/05/2021 19:38,16/05/2021 20:05,86,3,1038,Leitrim,FALSE,,14.65,,COMPLETED
100351,09/07/2021 19:28,09/07/2021 19:58,125,249,1039,Leitrim,FALSE,,14.65,,COMPLETED
100352,22/12/2021 18:14,22/12/2021 18:47,77,205,1040,Leitrim,FALSE,,14.65,,COMPLETED
100353,26/11/2021 17:07,26/11/2021 17:34,60,41,1041,Leitrim,FALSE,,14.59,,COMPLETED
100354,20/12/2021 20:33,20/12/2021 21:06,243,284,1042,Leitrim,FALSE,,14.47,,COMPLETED
100355,17/10/2021 17:53,17/10/2021 18:32,319,7,1043,Cork,FALSE,,14.4,,COMPLETED
100356,19/02/2021 17:59,19/02/2021 18:26,273,9,1044,Dublin,FALSE,,14.28,,COMPLETED
100357,24/07/2021 20:19,24/07/2021 20:49,189,154,1045,Cork,FALSE,,14.21,,COMPLETED
100358,18/04/2021 21:18,18/04/2021 21:45,205,90,1046,Dublin,FALSE,,14.16,,COMPLETED
100359,27/10/2021 17:05,27/10/2021 17:35,411,185,1047,Cork,FALSE,,14.16,,COMPLETED
100360,18/12/2021 19:33,18/12/2021 20:00,248,88,1048,Dublin,FALSE,,14.15,,COMPLETED
100361,16/11/2021 19:17,16/11/2021 19:44,41,12,1049,Dublin,FALSE,,14.09,,COMPLETED
100362,28/08/2021 17:14,28/08/2021 17:44,240,62,1050,Cork,FALSE,,14.02,,COMPLETED
100363,22/05/2021 17:07,22/05/2021 17:34,370,20,1051,Dublin,FALSE,,13.96,,COMPLETED
100364,22/08/2021 20:55,22/08/2021 21:25,365,63,1052,Cork,FALSE,,13.9,,COMPLETED
100365,27/12/2021 18:17,27/12/2021 18:50,49,41,1053,Dublin,FALSE,,13.52,,COMPLETED
100366,21/05/2021 21:19,21/05/2021 21:46,365,29,1054,Dublin,FALSE,,13.33,,COMPLETED
100367,20/07/2021 17:05,20/07/2021 17:35,222,5,1055,Cork,FALSE,,13.27,,COMPLETED
100368,05/10/2021 17:29,05/10/2021 17:56,327,48,1056,Cork,FALSE,,13.08,,COMPLETED
100369,09/05/2021 19:37,09/05/2021 20:04,232,309,1057,Dublin,FALSE,,12.95,,COMPLETED
100370,05/06/2021 23:44,06/06/2021 00:14,29,8,1042,Dublin,FALSE,,12.64,,COMPLETED
100371,26/02/2021 20:31,26/02/2021 20:58,424,106,1058,Dublin,FALSE,,12.57,,COMPLETED
100372,03/05/2021 18:25,03/05/2021 18:52,336,194,1059,Dublin,FALSE,,12.51,,COMPLETED
100373,23/12/2021 18:10,23/12/2021 18:37,137,83,1060,Dublin,FALSE,,12.45,,COMPLETED
100374,07/10/2021 17:25,07/10/2021 17:59,248,47,1061,Cork,FALSE,,12,,COMPLETED
100375,17/12/2021 18:25,17/12/2021 18:52,92,20,1039,Dublin,FALSE,,11.81,,COMPLETED
100376,30/10/2021 17:08,30/10/2021 17:35,172,84,1062,Cork,FALSE,,11.69,,COMPLETED
100377,01/09/2021 18:47,01/09/2021 19:17,166,205,1063,Cork,FALSE,,11.63,,COMPLETED
100378,22/07/2021 17:32,22/07/2021 18:02,194,9,1064,Cork,FALSE,,11.56,,COMPLETED
100379,13/10/2021 17:58,13/10/2021 18:25,328,81,1065,Cork,FALSE,,11.31,,COMPLETED
100380,01/07/2021 20:06,01/07/2021 20:36,222,20,1066,Dublin,FALSE,,11.12,,COMPLETED
100381,27/11/2021 20:29,27/11/2021 20:56,101,44,1067,Dublin,FALSE,,11.06,,COMPLETED
100382,24/12/2021 18:17,24/12/2021 18:44,287,121,1068,Dublin,FALSE,,10.93,,COMPLETED
100383,04/04/2021 18:11,04/04/2021 18:38,313,28,1069,Dublin,FALSE,,10.61,,COMPLETED
100384,15/04/2021 23:08,15/04/2021 23:35,257,128,1070,Dublin,FALSE,,10.55,,COMPLETED
100385,26/11/2021 23:35,27/11/2021 00:02,245,96,1071,Dublin,TRUE,BLACKFRIDAY21,10.49,20,COMPLETED
100386,29/06/2021 18:26,29/06/2021 18:56,259,68,1072,Dublin,FALSE,,10.36,,COMPLETED
100387,26/11/2021 22:35,26/11/2021 23:02,324,100,1073,Dublin,TRUE,BLACKFRIDAY21,10.3,20,COMPLETED
100388,24/09/2021 21:35,24/09/2021 22:05,29,107,1260,Cork,FALSE,,10.24,,COMPLETED
100389,04/09/2021 19:39,04/09/2021 20:09,175,157,1074,Cork,FALSE,,10.05,,COMPLETED
100390,14/03/2021 16:01,14/03/2021 16:28,144,258,1075,Dublin,FALSE,,9.48,,COMPLETED
100391,24/08/2021 20:50,24/08/2021 21:20,79,8,1076,Cork,TRUE,HAPPYBIRTHDAY,9.42,10,COMPLETED
100392,04/06/2021 20:50,04/06/2021 21:20,118,270,1077,Galway,FALSE,,9.35,,COMPLETED
100393,12/07/2021 21:06,12/07/2021 21:36,90,20,1078,Galway,FALSE,,9.29,,COMPLETED
100394,08/12/2021 19:16,08/12/2021 19:43,330,44,1079,Galway,FALSE,,9.24,,COMPLETED
100395,23/03/2021 18:09,23/03/2021 18:36,396,5,1080,Galway,FALSE,,9.23,,COMPLETED
100396,17/07/2021 23:01,17/07/2021 23:31,367,107,1081,Galway,FALSE,,9.1,,COMPLETED
100397,06/07/2021 17:36,06/07/2021 18:06,277,38,1082,Galway,FALSE,,9.04,,COMPLETED
100398,17/07/2021 20:53,17/07/2021 21:23,227,313,1083,Cork,FALSE,,8.97,,COMPLETED
100399,02/01/2021 18:12,02/01/2021 18:39,245,45,1084,Dublin,FALSE,,8.85,,COMPLETED
100400,12/10/2021 21:24,12/10/2021 22:00,245,350,1085,Cork,FALSE,,8.72,,COMPLETED
100401,03/01/2022 17:06,03/01/2022 17:39,290,178,1155,Dublin,FALSE,,31.99,,COMPLETED
100402,04/01/2022 17:41,04/01/2022 18:20,174,183,1014,Dublin,FALSE,,28.78,,COMPLETED
100403,08/01/2022 20:11,08/01/2022 20:44,214,213,1198,Dublin,FALSE,,31.07,,COMPLETED
100404,12/01/2022 18:16,12/01/2022 18:49,200,47,1002,Dublin,FALSE,,20.63,,COMPLETED
100405,12/01/2022 18:41,12/01/2022 19:17,355,8,1249,Dublin,FALSE,,30.47,,COMPLETED
100406,13/01/2022 20:01,13/01/2022 20:34,354,100,1113,Dublin,FALSE,,40.75,,COMPLETED
100407,15/01/2022 17:10,15/01/2022 17:46,257,262,1311,Cork,FALSE,,14.16,,COMPLETED
100408,19/01/2022 21:53,19/01/2022 22:26,155,38,1099,Cork,FALSE,,20.3,,COMPLETED
100409,20/01/2022 20:36,20/01/2022 21:09,222,72,1230,Cork,FALSE,,35.21,,COMPLETED
100410,22/01/2022 21:14,22/01/2022 21:47,357,47,1091,Cork,FALSE,,26.61,,COMPLETED
100411,23/01/2022 17:32,23/01/2022 18:08,397,312,1062,Cork,FALSE,,28.73,,COMPLETED
100412,26/01/2022 18:52,26/01/2022 19:28,168,194,1288,Cork,FALSE,,20.57,,COMPLETED
100413,29/01/2022 18:11,29/01/2022 18:47,431,76,1251,Cork,FALSE,,29.16,,COMPLETED
100414,01/02/2022 17:36,01/02/2022 18:12,249,197,1294,Cork,FALSE,,22.89,,COMPLETED
100415,04/02/2022 17:40,04/02/2022 18:16,86,8,1013,Cork,FALSE,,20.57,,COMPLETED
100416,06/02/2022 21:41,06/02/2022 22:17,277,109,1260,Cork,FALSE,,23.39,,COMPLETED
100417,08/02/2022 17:58,08/02/2022 18:34,73,48,1040,Cork,TRUE,HAPPYBIRTHDAY,18.48,10,COMPLETED
100418,08/02/2022 20:42,08/02/2022 21:18,259,10,1277,Cork,FALSE,,27.75,,COMPLETED
100419,08/02/2022 21:01,08/02/2022 21:37,97,98,1350,Cork,FALSE,,79.24,,COMPLETED
100420,09/02/2022 18:24,09/02/2022 19:00,276,63,1354,Cork,FALSE,,28.29,,COMPLETED
100421,10/02/2022 17:18,10/02/2022 17:54,282,169,1339,Cork,FALSE,,20.36,,COMPLETED
100422,10/02/2022 23:54,11/02/2022 00:30,362,10,1030,Cork,FALSE,,45.69,,COMPLETED
100423,11/02/2022 18:28,11/02/2022 19:04,245,220,1287,Cork,FALSE,,28.73,,COMPLETED
100424,12/02/2022 17:31,12/02/2022 18:07,215,68,1279,Cork,FALSE,,28.29,,COMPLETED
100425,12/02/2022 18:44,12/02/2022 19:20,215,20,1279,Cork,FALSE,,23.62,,COMPLETED
100426,13/02/2022 20:45,13/02/2022 21:21,267,124,1032,Cork,FALSE,,15.24,,COMPLETED
100427,15/02/2022 17:11,15/02/2022 17:47,367,12,1088,Cork,FALSE,,42.38,,COMPLETED
100428,15/02/2022 19:55,15/02/2022 20:31,320,233,1229,Cork,FALSE,,28.78,,COMPLETED
100429,17/02/2022 22:55,17/02/2022 23:31,235,159,1299,Cork,FALSE,,20.36,,COMPLETED
100430,18/02/2022 19:10,18/02/2022 19:46,43,12,1021,Cork,FALSE,,21.77,,COMPLETED
100431,18/02/2022 19:54,18/02/2022 20:30,357,20,1232,Cork,FALSE,,32.1,,COMPLETED
100432,20/02/2022 20:12,20/02/2022 20:48,267,5,1028,Cork,FALSE,,21.77,,COMPLETED
100433,20/02/2022 21:16,20/02/2022 21:52,168,195,1295,Cork,FALSE,,28.24,,COMPLETED
100434,22/02/2022 21:48,22/02/2022 22:24,248,347,1085,Cork,FALSE,,42.49,,COMPLETED
100435,24/02/2022 18:43,24/02/2022 19:19,366,9,1093,Cork,FALSE,,41.89,,COMPLETED
100436,27/02/2022 17:25,27/02/2022 18:01,73,127,1253,Cork,TRUE,HAPPYBIRTHDAY,29.02,10,COMPLETED
100437,27/02/2022 20:11,27/02/2022 20:47,245,30,1020,Cork,FALSE,,28.84,,COMPLETED
100438,27/02/2022 20:30,27/02/2022 21:06,144,62,1317,Cork,FALSE,,14.34,,COMPLETED
100439,28/02/2022 21:19,28/02/2022 21:55,48,6,1255,Cork,FALSE,,13.84,,COMPLETED
100440,01/03/2022 20:27,01/03/2022 21:03,317,297,1103,Cork,FALSE,,29.58,,COMPLETED
100441,02/03/2022 17:32,02/03/2022 18:08,322,112,1036,Cork,FALSE,,28.29,,COMPLETED
100442,03/03/2022 18:36,03/03/2022 19:12,166,233,1270,Cork,FALSE,,8.91,,COMPLETED
100443,04/03/2022 20:07,04/03/2022 20:43,345,69,1060,Cork,FALSE,,23.35,,COMPLETED
100444,04/03/2022 21:15,04/03/2022 21:51,145,107,1168,Cork,TRUE,HAPPYBIRTHDAY,31.61,10,COMPLETED
100445,06/03/2022 17:45,06/03/2022 18:21,80,107,1215,Cork,FALSE,,35.85,,COMPLETED
100446,06/03/2022 21:18,06/03/2022 21:54,343,9,1021,Cork,FALSE,,46.24,,COMPLETED
100447,06/03/2022 21:29,06/03/2022 22:05,282,90,1106,Cork,FALSE,,10.74,,COMPLETED
100448,07/03/2022 20:26,07/03/2022 21:02,36,175,1120,Cork,TRUE,HAPPYBIRTHDAY,40.42,10,COMPLETED
100449,08/03/2022 18:17,08/03/2022 18:53,267,9,1164,Cork,FALSE,,31.68,,COMPLETED
100450,09/03/2022 19:29,09/03/2022 20:05,299,124,1261,Cork,FALSE,,17.68,,COMPLETED
100451,10/03/2022 20:46,10/03/2022 21:22,155,98,1018,Cork,FALSE,,28.29,,COMPLETED
100452,12/03/2022 17:00,12/03/2022 17:36,308,68,1067,Cork,FALSE,,43.85,,COMPLETED
100453,13/03/2022 18:57,13/03/2022 19:33,354,9,1049,Cork,FALSE,,25.52,,COMPLETED
100454,13/03/2022 19:43,13/03/2022 20:19,170,39,1358,Cork,FALSE,,19.59,,COMPLETED
100455,14/03/2022 17:30,14/03/2022 18:06,276,107,1089,Cork,FALSE,,42.38,,COMPLETED
100456,15/03/2022 19:43,15/03/2022 20:19,56,106,1268,Cork,FALSE,,22.3,,COMPLETED
100457,16/03/2022 18:45,16/03/2022 19:21,60,15,1226,Cork,FALSE,,16.28,,COMPLETED
100458,17/03/2022 19:49,17/03/2022 20:25,43,6,1261,Cork,FALSE,,19,,COMPLETED
100459,18/03/2022 17:00,18/03/2022 17:36,328,114,1180,Cork,FALSE,,37.48,,COMPLETED
100460,18/03/2022 20:12,18/03/2022 20:48,259,86,1009,Cork,FALSE,,24.61,,COMPLETED
100461,18/03/2022 23:22,18/03/2022 23:58,345,232,1006,Cork,FALSE,,13.77,,COMPLETED
100462,19/03/2022 17:07,19/03/2022 17:43,323,227,1023,Cork,FALSE,,46.16,,COMPLETED
100463,19/03/2022 17:15,19/03/2022 17:51,320,124,1072,Cork,FALSE,,43.25,,COMPLETED
100464,19/03/2022 20:20,19/03/2022 20:56,115,81,1050,Cork,FALSE,,20.06,,COMPLETED
100465,20/03/2022 21:46,20/03/2022 22:22,66,212,1051,Cork,FALSE,,16.39,,COMPLETED
100466,20/03/2022 22:29,20/03/2022 23:05,144,62,1352,Cork,FALSE,,19.59,,COMPLETED
100467,21/03/2022 18:00,21/03/2022 18:36,43,5,1183,Cork,FALSE,,33.08,,COMPLETED
100468,21/03/2022 23:42,22/03/2022 00:18,279,288,1027,Cork,FALSE,,46.82,,COMPLETED
100469,23/03/2022 17:13,23/03/2022 17:49,144,27,1018,Cork,FALSE,,30.41,,COMPLETED
100470,24/03/2022 18:03,24/03/2022 18:39,41,351,1091,Cork,FALSE,,42.02,,COMPLETED
100471,24/03/2022 19:20,24/03/2022 19:56,166,91,1273,Cork,FALSE,,20.34,,COMPLETED
100472,28/03/2022 17:16,28/03/2022 17:52,60,80,1243,Cork,FALSE,,30.63,,COMPLETED
100473,28/03/2022 23:35,29/03/2022 00:11,398,23,1244,Cork,FALSE,,32.05,,COMPLETED
100474,29/03/2022 19:50,29/03/2022 20:26,420,20,1234,Cork,FALSE,,16.42,,COMPLETED
100475,29/03/2022 20:45,29/03/2022 21:21,99,259,1362,Cork,FALSE,,20.18,,COMPLETED
100476,05/04/2022 20:53,05/04/2022 21:32,328,28,1055,Cork,FALSE,,44.39,,COMPLETED
100477,06/04/2022 17:13,06/04/2022 17:49,115,19,1177,Cork,FALSE,,31.47,,COMPLETED
100478,06/04/2022 21:45,06/04/2022 22:21,80,68,1138,Cork,FALSE,,39.66,,COMPLETED
100479,06/04/2022 23:56,07/04/2022 00:32,101,98,1186,Cork,FALSE,,37.37,,COMPLETED
100480,09/04/2022 21:44,09/04/2022 22:20,184,41,1233,Cork,FALSE,,34.82,,COMPLETED
100481,10/04/2022 18:02,10/04/2022 18:41,248,26,1118,Cork,FALSE,,40.69,,COMPLETED
100482,10/04/2022 18:44,10/04/2022 19:20,34,312,1076,Cork,FALSE,,17.94,,COMPLETED
100483,10/04/2022 20:23,10/04/2022 20:59,97,30,1247,Cork,FALSE,,30.49,,COMPLETED
100484,11/04/2022 20:36,11/04/2022 21:12,314,20,1024,Cork,FALSE,,30.4,,COMPLETED
100485,13/04/2022 18:06,13/04/2022 18:42,174,170,1022,Cork,FALSE,,46.18,,COMPLETED
100486,13/04/2022 20:41,13/04/2022 21:20,182,186,1193,Cork,FALSE,,31.26,,COMPLETED
100487,15/04/2022 22:19,15/04/2022 22:55,36,169,1302,Cork,FALSE,,15.03,,COMPLETED
100488,16/04/2022 18:36,16/04/2022 19:12,229,66,1239,Cork,FALSE,,34.71,,COMPLETED
100489,18/04/2022 20:19,18/04/2022 20:55,133,63,1055,Cork,FALSE,,20.49,,COMPLETED
100490,18/04/2022 21:20,18/04/2022 21:56,49,45,1270,Cork,FALSE,,23.89,,COMPLETED
100491,22/04/2022 17:18,22/04/2022 17:54,249,147,1289,Cork,FALSE,,9.73,,COMPLETED
100492,23/04/2022 15:01,23/04/2022 15:37,309,58,1012,Cork,FALSE,,46.68,,COMPLETED
100493,24/04/2022 18:23,24/04/2022 18:59,203,225,1019,Cork,FALSE,,30.28,,COMPLETED
100494,26/04/2022 17:35,26/04/2022 18:11,222,91,1109,Cork,FALSE,,40.8,,COMPLETED
100495,26/04/2022 19:09,26/04/2022 19:45,144,76,1176,Cork,FALSE,,37.75,,COMPLETED
100496,29/04/2022 23:23,30/04/2022 00:02,56,12,1267,Cork,FALSE,,17.91,,COMPLETED
100497,30/04/2022 17:01,30/04/2022 17:37,373,8,1098,Cork,FALSE,,13.01,,COMPLETED
100498,30/04/2022 17:19,30/04/2022 17:55,297,63,1015,Cork,FALSE,,46.64,,COMPLETED
100499,30/04/2022 18:24,30/04/2022 19:00,434,9,1029,Cork,FALSE,,45.8,,COMPLETED
